review_id,review_text,sentiment
221,cedric films have been character based rather than action based i'm thinking of and so it is jarring to see this series of really expert car chases interspersed with some plodding attempts to give character to i don't find to be an interesting actor he reminds me of pro who are into movies like that blank stare looks like a really vicious deer caught in the a real actor would have forced us to reflect more on personality rather than his skill at br br the little acting there is comes mainly from le as the takes by storm the interview at the police office is a marvel of bland with a little fear of the future in le apart there is little to recommend this film,negative
222,this movie has horrible ratings from just about everyone who has voted here but i am here to say if you like movies like dude my car and dumb and dumber this movie is for you if your into movies like citizen kane and casablanca id have to you in a different angle yet i still love this movie and everything about it even if it is kind of this is one of the few movies me and my have been able to keep watching over the years and quote whenever possible great movie this movie should the number 1 because its so high class the only problem with this movie is you may have trouble seeing it because it was a made for tv movie on a channel that no longer exists so i dont know how to get this movie id like to buy it for dvd but i cant find it anywhere i still have it taped from when it was first on you can come over if you want and watch it i might be sleeping this movie rocks and thats all you need to know,positive
223,i was excited to hear that had decided to make a movie in the language not as most will refer to it as as and are as as french and spanish are to each other but i was greatly disappointed when i saw this movie being a canadian of parents i was optimistic about the revival of the film industry when i heard about this film i was further excited to hear that it wasn't another stupid action movie or melodrama as love these types of movies but alas i was short changed br br serves as an ego trip for of course plays the hero of the movie and when i say i mean in the most stereotypical of manners his function is to win the heart of a girl and lead the to victory against the japanese his character has no depth or complexity he just fits the hero mold the rest of the characters are one dimensional they all fit their cookie cutter roles br br i'm all for slow moving movies but this movie was just slow moving it didn't really on anything just because a movie is historically themed a drama and slow moving doesn't make it a well made film br br particularly annoying is the american actor philip anthony his performance was embarrassing br br if wanted to revive the film industry he should have really thought this through he said he wanted to make movies that could compete at cannes and toronto etc but really this movie would have been and at at such festivals to get films into the mainstream consciousness he should have at least made a movie that would have attracted audiences even if it meant quality obviously he didn't think about or get information on what kind of movies garner awards at cannes so an audience movie would have been at least a foot in the door br br i'm afraid now that movies will not be made for a long time again because of this movie if ever i said to a that i want to see more movies of course i'd get an answer like don't make good movies didn't you see of course this is ludicrous as it is one example of a movie and probably the only example that anyone nowadays would be likely to see br br an example of movies that are not just slow moving are the film or david lynch's the straight story i hate to promote the language as it is endlessly and unfairly promoted and shoved down the throats of non but for the sake of calling a spade a spade i say that is a very good movie these movies rely heavily on what hitchcock called images without words are used to convey the story but i bend the definition a bit for the sake of these two movies in that these movies use images without words to convey the mood of the movie and they do it very well thinks that if they simply take sweeping shots of the landscape then they have established the mood br br and what's with so many movies featuring a dying mother or grandmother,negative
224,i just watched this movie by mistake what a little gem this film made in 1956 looks and feels like a late seventies movie and is in fact better more restrained and correct than say blue soldier the undertones are way ahead of its time the understated cinematography is superb and terribly realistic much more than dances with wolves the last hunt manages to convey the look and feel of the buffalo killing fields of the late probably because those in the movie were real killing fields the movie was shot during legal directed buffalo so the animals you see are really being shot the bones are real in conclusion a very under rated western masterpiece superbly acted directed and shot,positive
225,first let's get it out of the way yeah this film steals a lot from 2003 the plot for goes something like this the tooth fairy a murderous woman who hides her face due to kills people who look at her out of revenge in 'the tooth 2006 the tooth fairy who yeah hides her face her furious vengeance on just about anyone a little too similar to be coincidence br br but what must be asked is this if you're going to directly steal the exact plot from a movie why choose something as mediocre as sure it made a few bucks at the box office but that was strictly for the fairly okay theatrical experience the film delivered a low budget straight to video movie will not have that same effect and it didn't br br as i watched the opening 15 20 minutes of the film my expectations actually rose there seemed to be at least some production value the story didn't seem terrible just blatantly ripped off past the first scene we get an okay cast of characters including an ex doctor with secrets played by that guy who looks like a busey and some hot student from of horror after those few minutes however the film just slowly goes down the drain it serves all the basic horrible clichés including but not limited to some crazy old person with an warning the buff dumb jock the psychic and the stripper with the heart of gold br br one of the biggest problems this film had was its inability to stick with a target audience it's kind of like the filmmakers wanted to change the tone for whatever character was on screen at the time when the adults were on screen it had a more mature feel when star the stripper and the jock were on screen the dialogue went down to a more stupid immature level when the kid was on screen it felt like an episode of you afraid of the dark ' only less scary br br technically the film is all over the place the visuals range from fairly good to plain boring the writing is as is the acting for the most part on the plus side there's some excessive gore at parts including a fairly cool yet painfully predictable scene and a pretty vicious scene also if you're looking for a bit of the sexy stuff there's a brief topless scene but if you want to see this chick topless there are better films to do that other than that there's not much to bother with when it comes to this film br br if you're a huge fan of do those exist maybe you can check it out to see the story done in a different way but that's about the only reason i can find to see this one br br final verdict 3 10,negative
226,red eye starts in texas where hotel lisa rachel mcadams is about to catch the last flight back to miami where she lives works while waiting for her plane lisa meets the handsome charming jackson cillian murphy they both seem to hit it off then when they board the plane they discover that by a coincidence they are next to each other once the plane takes off they are in the air jackson reveals who he really is that their seemingly chance meeting was not a coincidence jackson says that he is working for someone who wants to the security secretary charles jack they need her to change his rooms at the hotel where she works in miami jackson tells lisa to phone the hotel make it happen or her father will be killed br br directed by wes craven who is perhaps better known for his horror films such as the last house on the left 1972 a nightmare on elm street 1984 the and the 1989 the people under the stairs 1991 the scream trilogy of teen slashers a short fast paced little thriller like red eye seems like a big departure from the sort of film craven usually makes the script by carl makes for a surprisingly gripping thriller that i must admit i really enjoyed at only 85 odd minutes in length it's a very quick moving straight to the point sort of film that focuses almost entirely on one tight taught plot rather than go off in various directions with lots of subplots some may like this approach like i did while other's may not but i think it draws you into the action a lot more as it comes thick fast without the film down any giving you a chance to relax i really liked the plot for red eye sure a film like this is always going to have one or two questionable moments in terms of plotting but what the hell it's a film made to entertain for me that's what it did i really liked the two central character's lisa comes across as very likable while jackson an obvious play on the name of the notorious victorian serial killer jack the is a suitably slimy villain with a cold only doing my type mentality another plus point is that i didn't think anyone overly stupid here everyone actually seemed like human beings the films plays out in a relatively plausible fashion i really liked this it's one of craven's better more recent films br br craven turns in a good solid tense tight taught fast paced thriller with an attractive cast some good action a gripping plot he certainly doesn't hang about once he starts the action tension he never lets up far away the most effective part of the film is when is holding lisa hostage on the plane once the film switches to miami fathers house it does become a little bit more routine but it's still good a special mention goes to rachel mcadams who is absolutely gorgeous in this i could probably watch red eye again just because she is in it looks drop dead stunning those who see wes craven's name attached to red eye expecting a horror film should think again since there's no horror in it at all despite the imdb listing as red genre i am not sure about the ending on the one hand it was nice to see the villain live for a change which goes against traditional expectation but it might have been more satisfying to see lisa kill him in some way br br apparently gave red eye an initial budget of 000 000 but reduced it to 25 000 000 although it's still a very well made film with glossy production values actually shot in los angeles florida in california the film was supposedly written with husband wife sean penn robin wright penn intended for the leads but eventually the makers for younger leads as i have already said rachel mcadams is pure eye candy is a total babe in this worth watching the film for on her own oh she puts in a decent performance too br br red eye is a really fast paced taught tension filled little thriller that i enjoyed immensely i didn't think i would enjoy it as much as i did i am glad i decided to watch it this definitely gets a recommendation from me rachel mcadams really is hot stuff in this,positive
227,with the sun shining brilliantly on a quiet sunday that is just about to fully wake up love can be felt in the soft that past my feet and can be seen in the smiles of the people i walk alongside it is the perfect day to stop off for and a o before heading off to the city of lights and love of course a flight to paris is not reasonably in this humble film budget so i had to for the next best thing paris je t'aime a collection of 18 short films by a variety of international directors each piece is named after a different neighborhood and is a reflection on love careful not to over the most powerful and of all human emotions paris je t'aime explores love at the many stages of its own game the results are romantic and surprisingly consistent and truly what better way to express the fleeting nature of love and how a moment can change your life than with a collection of filmed moments br br the beautifully poetic quote above is taken from tom saint denis true to form run lola run uses time photography and to demonstrate the entire cycle of love from to originally shot in 2004 and paired down for this anthology stars natalie portman as an american actress in paris for a part in a film and as thomas a blind man she falls in love with here the blind leads the blind through the most unstable of where two people each other to a point where their lives nearly lose their own as love seems to go from dazzling to reminds us of the tricks it can play on our minds and the it can create when we stray towards doubt br br perhaps the most romantic offering comes from tour choosing the city's most attraction for its title les de gives us a little boy who tells the story of how his parents met and fell in love his father a paul finds himself falling into one surreal scenario after another and eventually lands himself in jail this is where he meets the woman who will become the love of his life has become something of a dying art if it isn't already dead yet by nature it is dreamy and points its silent finger at the of human behaviour and what but love can make people act more absurd we might find someone special in the least likely of circumstances if we could just take ourselves a little less seriously br br paris je t'aime keeps the flow lively by not always focusing on love between lovers three memorable shorts focus on the love between a parent and a child walter motorcycle has singing lovingly to her child before she leaves him to sing the same song with a distant longing to the child she watches over for her living un couple has juliette trying desperately to overcome the she feels after losing her son says very little yet not surprisingly given her immense talent her struggle is evident in her face as she learns that love sometimes means letting go and children of men in with one continuous shot of a father nick nolte and his grown daughter sara walking together for what must be the first time in a long while we see them only from across the street and we only get close to them as the distance between the two characters to a place of comfort and accepting br br the last short to screen is alexander as usual payne takes an ordinary person and shows us what makes them extraordinary carol is another american in paris she is there alone and for less time than she would have liked as she has dogs waiting for her at home she is a plain person with an life who finds herself in a city that is rich and lush in beautifully delivered french she about the sights and how being there makes her feel this woman spends so much time trying to be happy despite life's numerous and as she sits in a city made for lovers she realizes that she is in fact happy and loves herself more than she knew she falls in love if only for perhaps a moment with life and love itself br br the characters that appear but in paris je t'aime find themselves at the romantic center of the universe the moments they share with each other be it helping someone up after a hard fall or reaching out your hand to another person without touching them or without their knowledge are the moments that give love its and outside the city of lovers it can be easy to miss moments such as these but we must remind ourselves of their significance it takes but a moment for love to shine through a sky you just have to keep your heart open to see it and if one city can be so with love one has to believe it can find its way one day to your door,positive
228,i have a severe problem with this show several actually a simple list will suffice for now i'll go into more depth later on superficial characters a laugh track and boring humour br br if you don't wish to look at the rest of this review and are only reading it so you can feel superior as if you see anything in this show i didn't to a frequently teen from canada i'll friends sucks not only because it is unfunny but because it destroyed the tv audiences for new good shows arrested development etc friends is as much to blame for reality tv two and a half men and the king of queens as the television executives now then on with the review br br these characters have no soul they are exactly the same in every way outside of gender and hair colour they react the same way in boring situations and are completely secure in their own bodies where is the conflict and the humour that comes with it why isn't rachel out on monica after monica starts hanging out with enemy why doesn't joey contemplate suicide because nobody seems to take him seriously oh right cause he's the dumb one and he's comfortable with that this is the curse of having perfect characters lasting conflict and god personality becomes an br br the laugh track is the one thing that should have died out right after it was born any show that has one is almost certainly the opposite of funny how can i make such a broad when a show that claims to be comedy requires laughter from someone besides the audience it must mean that the audience would not laugh without it destroy humour by quick humour becomes a rather than a free flowing see the office arrested development br br this leads to my next point the humour is boring there is no way to make a perfect character anything more than slightly humorous without a laugh track apparently simply because our everyday humour comes from recognition of our flaws so what if monica dated a 17 year old she immediately that what she is doing isn't right and breaks up with him there has to be some sort of conflict rather than an immediate solution maybe her mother finds out or one of her friends tries to get rid of him and ends up him that would be great it would be like a custody battle so now i've provided evidence for my position many of my friends love this show because they haven't heard of your enthusiasm or arrested development many of my friends hate this show because they recently started watching your enthusiasm or arrested development br br i have watched very little of friends in my life but i have watched enough to spot huge flaws that make the show in my opinion completely unwatchable if you've read this far thank you and i hope you at least start watching some of the shows i have mentioned,negative
229,i'll be honest with i was a junior in high school when this sitcom first aired on abc i didn't think i would like it at all but with john ritter in it i felt that it had a little potential in it plus their was something else with it i liked the acting was great not a lot of horrible 2nd rated comedy lines john ritter always brings his a game when it comes to comedy this was a great show to watch and i'll tell you why it was a great show my father who never watches sitcoms at all he just watches movies sports and law order he actually sat down with my 3 brothers and 2 sisters my mother and myself and watched the show i think because john ritter was in it i honestly think this show would still be running if john ritter god rest his soul i wish he hadn't passed away,positive
230,i had initially heard of tears of a while back and it sounded like something i'd be into but with all the films i have coming in on a regular basis it kinda fell off my radar while around the local i spotted the box for this one and grabbed it up i have to say i'm pretty glad i did tears of is a strange gory sometimes downright creepy film which is somewhat by it's obviously low budget but is still an entertaining and worthwhile watch br br tears of centers around the fictional india based taylor cult group that practices and other in the pursuit of facing and the inner demons but apparently these techniques work either all too well or not well enough depending on your viewpoint as dark forces are not only but also unleashed upon hapless victims br br the film is told anthology style with a short but memorable and eye opening intro sequence and then into the three stories that make up the bulk of the film br br the first is about a journalist who visits one of the cult members who is being held at a mental hospital the journalist goes in under cover of wanting to research the taylor cult but we find that her true motives may hit a little closer to home when the interview takes a violent turn the journalist finds that she may have gotten in over her head br br the second part concerns a violent young man who is sentenced to psychological in of a prison sentence for beating a young man into a coma we find that the treating doctor in question is actually a taylor and his methods are far from the norm br br the closing story revolves around a faith and his assistant who perform for a when the helps one of his and actually a force which had been her the demon is now free to and looking for a new host br br i gotta say i really enjoyed tears of there are some faults with the film that keep it from being truly excellent but it is an original and ambitious film for what it is my biggest with the production is the poor and uninspired over dubbed dialogue the dubbing is sub par and i would have much preferred to have a subtitled option with the original language track some reviewers have said the acting is poor which i don't necessarily agree with i think that the dubbing is so lack that it makes the performances seem which isn't really the case in fact a few of the performances are pretty damn chilling the doctor in the second segment and the client in the third readily come to mind and notable the gore fx are very well done for a low budget film with some graphic scenes of via a in the throat suicide some decent but shaky self and a few other thrown in for good measure not as rough as some of the more extreme gore films out there but definitely stronger than your average horror fare i also found the story concerning the cult group to be intriguing and a welcome change to the typical horror story nonsense there are plenty of scenes of genuine atmosphere and tension the likes of which i haven't come across in a while although flawed in some fundamental ways i still think tears of will appeal to most underground horror viewers some scenes may prove too much for the more mainstream viewer definitely recommended 8 5 10,positive
231,i what the hype around this is this is really a bad movie it did nothing to me the only descent scene is where everyone comes together at the party and a nice song is playing uplifting beat and nice cinematic shots that make you move that was the best part of the movie otherwise this film lacks everything to suck the viewer in there's no story there's nothing to think about like some people say there's no between the different stories it was more of an attempt to re do which was brilliant but it fails blatantly okay it's light and easy to watch but that are too maybe first write a story before you make a movie 4 10 one of the worst movies i've seen,negative
232,this movie was very very mediocre and very very gory everyone left their acting lessons at home and totally forgot how to act i mean it was so bad and had no real plot and could have written a better story plot wait what story plot not at all scary,negative
233,so much has been written about the film's plot the wonderful acting performance the script the melancholy bittersweet atmosphere the superb direction what can i add just watch for one of the most heart warming beautifully acted poignant scenes ever filmed it is christmas eve and frank character the owner of the shop mr is recovering from his broken marriage and a suicide attempt as each of his employees leave he invites them to a christmas dinner each and everyone of them turn him down they all have plans for their own christmas eve at this stage there is a deep sadness to this moving scene frank morgan gives the performance of his career and this scene easily brings me to tears thankfully we have a happy denouement to this very special scene the new employee the boy is the last to exit the shop into a beautiful snowy street scene desperately mr approaches this boy and asks him how he would love to spend the evening with him he will treat him to all the wonderful christmas food that this boy has probably never seen the is overwhelmed he too is obviously as lonely as mr and together they can have a wonderful christmas meal every time i see this scene it moves me if you manage to get the delightful dvd look at the great trailer with frank morgan introducing himself as mr and an appearance by the director of the film the talented lubitsch this film is a joy from beginning to end,positive
234,if you are a fan then you will probably enjoy this if you don't know who misty caine ruby or seduction cinema are this is not the movie to start out with it's very cute silly the girls are hot and it's fun to watch there's no sex whatsoever until the very end of the 45 minute film but the score is cheesy and the not a total bore misty makeup is bad in this movie and her hair is in awkward so she's not as hot in this as she has been in others but her in this are quite cute you'll just have to see the movie for that to not sound really weird if you do like this one you will probably enjoy that 70's girl vampire or erotic survivor which is a bit more sexually graphic if you prefer watching misty or in less sexual more horror exploitation based but lower budget movies check out the factory 2000 website,positive
235,it should be against the law not to experience this extremely funny stand up show with eddie murphy i have never seen anything like it br br murphy goes on for almost 70 minutes about tits and so many famous people including his own family among the people who gets it by murphy are elvis mr t michael jackson wonder mick jagger and james brown i have seriously never laughed so hard of anything my entire life i mean when a person doesn't know who mr t is but still laughs so hard of murphy as mr t there's something about it at the time i saw the show i couldn't remember who mr t was but still laughed now i know who he is and that just makes it so much more funny because that's what eddie do he can make those impressions so good that it don't matter who the hell he's trying to do it's still hilarious and on top of that we learn that murphy actually is a very good singer please watch it,positive
236,i watched elephant walk for the first time in about 30 years and was struck by how similar the story line is to the greatly superior rebecca as others have said you have the sweet young thing swept off her feet by the alternately charming and brooding lord of the only to find her marriage threatened by the memory of a larger than life yet deeply flawed relative you have the stern and servant a crisis that will either the couple together or tear them apart by the fiery destruction of the lavish br br meanwhile elephant walk also owes some of its creepy jungle atmosphere to the letter the bette davis love triangle set on a rubber plantation rather than a tea plantation br br gives elephant walk just two stars and imdb readers aren't much but i enjoyed it despite its predictability elizabeth taylor never looked and peter does a credible job as the basically good man unable to shake off the influence of his overbearing father dana andrews a favorite in laura and the best year of our lives is wasted as frustrated admirer the real star is the one of the most beautiful interior sets in movie history,positive
237,if only all animation was this great this film is classic because it is strong is two simple aspects story and character the characters in this film are beautifully i felt for all of the characters and human animal relationship in the movie works perfectly the beautiful animation and 3 d computer animation hasn't worked better in any other film this is a great movie for kids and for adults who want a classic hero's journey 8 of 10,positive
238,i've seen this film more than once now and there's always someone complaining about the obvious construction of the plot afterwards but then this is part of game he plays along with the rules of genre br br it's very nice how the highly improbable story of how the two girls meet is again in another even more improbable story that the girls make up for a casting this film is a journey between fact and fiction it's more about things that might have happened in the past or might be happening in the future than it is about actual it's a sorts of so apt enough there are a lot of motives might have found interesting for his dream analysis like all the br br also i think might be interesting to be watched in comparison to current asian cinema of the uncanny everyday urban architecture also feels haunted in an strangely familiar way this film is not about the obvious to describe it as the story of two girls who meet and eventually become friends and lovers or as the story of an mother who europe for her lost daughter clearly doesn't say much about the nature of at all,positive
239,second feature concerns a young woman in london desperate for a job happy to accept live in position with an elderly woman and her son thrillers about people being held in a house against their will always make me a little uneasy i end up feeling like a prisoner too but this rather classy b film is neither lurid nor claustrophobic it's far fetched and unlikely but not uninteresting and our heroine nina is quick on her feet this in 1986 as dead of winter proved not to be wise as the plot elements are not of the modern day julia ross is extremely too short at minutes but it stays the course nicely until a too rushed climax which feels a little sloppy from,positive
240,any one who saw the original would have to go out and destroy this dreadful remake alex baldwin trying to imitate the late steve mcqueen in a word for word remake just doesn't work while baldwin has done some admirable work this is a flop from start to finish mcqueen had charisma never try to compete with a star as for kim in the role of ali enough said mcqueen looked dangerous menacing and believable as doc the film had excitement and suspense baldwin and company made this into a comedy i laughed the one and only time i saw this miserable film and that dreadful for michael madsen who is one of today's more exciting and believable actors did the makeup people have it in for michael what were they thinking if you wish to see movie making the way it was under sam direction get the original,negative
241,if this guy can make a movie then i sure as hell can make one too br br in fact if you hire me to make a movie for you i promise to do the following br br 1 i will add more naked women this movie had none i think cheesy b class horror movies are only rented because of their traditional exploitation of the female body i wouldn't want to let my viewers down br br 2 i will from making too many scenes where the hero wakes up to find out it's only a dream i think had about 4 of these scenes and considering the movie was only like an hour long the dream to movie length ratio was quite high and if i do decide to do a dream sequence i will make sure that the person wakes up without clothes on i mean who sleeps in leather pants br br 3 i will not rip off any movies like star wars or the matrix because i will know that my budget is small and i will not want to mask my contempt for big budget hollywood movies by adding satirical references about them in mine br br 4 and finally i will not mix modern technology with the undead i mean a palm pilot can only be so scary at least they turned it into an evil polly monster before the screen blew up or something br br so if you are looking for the above qualities in your next horror production count on me wanna b movie director,negative
242,fred astaire and ginger rogers hollywood's premiere dance team were usually dressed to the and through exaggerated art sets in the 1930's however they go a bit more for this 1936 outing the fifth of their ten musicals together this time astaire his top hat white tie and to become a chewing sailor named baker and rogers plays dance hall entertainer martin who was partner dancing and otherwise before he consequently unlike the mistaken identity and romantic prevalent in most of their previous they are already a couple from the film's outset br br directed by mark who guided five of their the film bears a narrative similarity to in which they are but one of two couples featured in the storyline in fact randolph scott plays the other male lead in both films this time as smith he is with not irene dunne who understandably turned down this follow up but harriet just married to nelson in real life and decades before harriet plays sister connie who falls hard for in the silly plot she is given a by a young blonde lucille ball and there is s classic three way shot of ball and a doll adorable betty in front of a mirror br br speaking of the story what there is of one is credited to allan scott and dwight taylor and goes something like this and are on shore leave in san francisco where they end up in a dance hall with their finds working there while runs into connie first when she comes in as a and then showing up as a girl romance for both couples connie and a from their father but they need money to keep it multiple occur in both relationships but it all works out when they turn the into a theater and put on a musical it's about as silly as it sounds but it does provide a good excuse for some memorable irving berlin tunes and a trio of astaire rogers dances br br the first two are casual in tone a dance contest set to the let yourself go where they show off mercilessly to win and a physical comedy routine set to the toe i'm putting all my eggs in one basket however their last dance is a classic return to with a melodramatic piece beautifully set to a stunning of let's face the music and dance this movie contains not only an astaire dance solo but the only time rogers ever had a dance solo to herself in one of their movies an energetic tap routine again set to let yourself go dressed in a sailor outfit she also sings the same song most near the beginning of the film br br acting wise astaire and rogers are in typically comic form here while scott plays his role with his trademark eyed is an extremely dull presence and as a former band singer she performs two berlin love songs in a manner regardless the magic generated by astaire and rogers in their prime make this essential viewing the 2005 dvd has several good extras beginning with a thirteen minute follow the fleet the origins of those dancing feet about how astaire and rogers started to work together there is also a live action called melody master and his dance orchestra a themed cartoon called let it be me and the original theatrical trailer,positive
243,oh my god i bought this movie and i watched the whole thing okay it's going to be alright know i'll be okay in a month or two some time soon i hope to be rid of the flash backs i was going to eat something after the movie but i just can't seem to get up the courage to try and hold any food down at the moment bad yes bad very bad bad bad bad bad bad wait bad doesn't seem to get the message across in quite the right way hmm there isn't a word to describe just how awful not awful hmm horribly casted acted filmed directed written now i don't know what to do but throw it out possibly burn it i wouldn't want it to end up at the bottom of an dig a thousand years from now the worst movie ever since hey happy,negative
244,spoilers spoilers released in 1956 and considered quite at the time douglas over the top candy colored melodrama is still a wonderful thing the plot concerns the goings on in an oil rich dysfunctional texas family that includes big brother kyle who is insecure weak wounded very alcoholic played by robert stack in a very touching performance and his sister played in an extreme manner by dorothy malone ms performance is to us via her eyes which she uses to show us her emotions which mostly consist of lust for rock hudson and jealousy for lauren bacall malone is the only actress i've ever seen in movies who enters a room eyes first now don't get me wrong her performance to say the least is an absolute hoot and is one of the supreme camp acting jobs of the 1950's but it is also terrible because as likeable and attractive as malone is she's not a very good actress and she's not capable of subtly or her is of one note she does get to do a wicked and in a great montage as daddy played by the always good robert keith falls to his death climbing a sirk mixes it up with an almost mad malone doing a dance as she stack who should have won an oscar malone who won the award but shouldn't have are the real stars of the film the ones who set all the both sexual otherwise in motion while the real stars of the film hudson bacall fade to grey brown which are the colors that they are mainly in hudson who was a better actor then given credit for plays the childhood best friend of and the stalked love interest of who over rock through most of the film but hudson wants no part of her and instead is in love with bacall who is married to stack no one is very happy no one is happy for very long the stack bacall marriage falls apart big time after a year and stack pretty much drinks himself into oblivion because he thinks he is and can't give bacall a baby to prove that he's a man sirk who was a very intelligent man and had a long fascinating career both in films and theatre in germany ended his hollywood career at universal in the mid 1950's with a series of intense vividly colored women's movies or although they were mainly adapted from or trashy source material in hands they became masterpieces of the genre sirk had a wonderful sense of color design which he brought to play in these films filling his wide screen spaces with characters who played out their emotional lives among weird color lighting make believe shadows and lots of in written the characters are always out of windows listening at doors or around so in the end after much violence an accidental murder a more sirk ends the movie with a final startling scene of a and malone in a man suit sitting at a desk a,positive
245,this is a sublime piece of film making it flows at just the right pace throughout the accompanying music fits perfectly and is very pleasant to the ear the humorous parts are hilarious and made even more so by the largely tragic nature of the film br br however despite much comment about the inherent tragedy of the storyline it was anything but depressing for me to watch i thoroughly enjoyed it in a way that i haven't experienced for a long time that is to say it is superb and yet without all the common of modern films such as sex violence and unnecessary special effects br br in real lacks nothing for being without the regular it has a fully plot that just doesn't require and indeed would be ruined by any further at the same time the theme is entirely adult it's a piece of art in and of itself that you entirely and you want for nothing more than it already offers br br there are some scenes that feel a bit but these actually make perfect sense in the long run as they contrast the more dysfunctional moments the makes way for the tragic which then gives over to the which turns to the darker etc this landscape of emotional cinematography creates a perfect balance and keeps the viewer in a state of like the peaks and are gentle but more than adequate in the pleasure they br br i highly recommend watching this film regardless of what genre you normally enjoy put aside any prejudices because this is a must see,positive
246,i love this show as it action packed with adventure love and intrigue well some times love it's so good see a show where all the characters work well together and they treat each other with respect it's also very good to se dick van dyke in a television role as i have only seen him in mary the mixture of the main characters mark amanda jesse and steve is very capturing to the audience this is a show you have to watch,positive
247,what a poor excuse for new movie making i'm ashamed to call myself a new when this movie exists and is currently playing on new zealand satellite tv 2006 the cast is made up of a large number of local soap stars the ship in real life is one of the inter island that travel daily between the two main islands and even has the a still all over the set including on the the ship is supposed to be a cruise ship ferry between the usa and mexico it has obvious signs of and old age all over the place yet is supposed to be a luxury ship on it's maiden voyage one of the scenes shows the snow peaks of new south island in the background for god's sake must have been a very cold time on the usa mexico area the story is weak the acting is weaker and the new zealand american accents just don't work i expect the new zealand tax contributed to the production cost of this movie and that was a waste of money better spent on a real production i know high school kids in new zealand who could make better movies with their cell phones goof there is a truck in the hold with on it and they stuck a company sign on the door of the truck presumably to make it look like it was american but some of the sign is over the top of the you'd think they would have noticed that in the props department before it i'd love to go on but it just isn't worth the trouble in any way,negative
248,i am not a very good writer so i'll keep this short world at war is the best wwii documentary that i've seen i've seen different wwii documentaries not only english north american and this documentary seems to be the most complete wwii documentary that i've seen i think it could talk a bit more about the great depression and why how hitler got to power but it does a very good job at covering the war it seems to be complete and objective fair to everyone it does not or roles of different nations it has a lot of original footage including color footage and many eye witnesses it was made in 70's when a lot more were alive it has great music and narrator all in all i gave this one 10 10 because it's that good i haven't seen in dvd version so i cannot comment on those,positive
249,speaking irving berlin gave fred astaire and ginger rogers another musical after top hat if that was possible although in this case like that that they were in follow the fleet randolph scott with another singer this time harriet br br randolph scott is a career navy and fred astaire is an ex who in the navy to forget ginger rogers his former partner but now the two are on shore leave fred and ginger take up right where they left off and randy accidentally meets sister harriet who into a real beauty but a typical love 'em and leave 'em sailor br br again irving berlin wrote a hit filled score with him tightly the production ginger gets to do some really outstanding with let yourself go which she and fred later dance to but the real hit of the show is let's face the music and dance which is a number done at a navy show sung first by astaire and later to by the pair let's face the music and dance is one of the great romantic numbers ever written for the screen their dancing on this one is absolute magic br br i'm sure that when i mention harriet a few younger people might ask who that was but they will know immediately when i mention her in with her famous husband nelson that's right and harriet it's something of a mystery to me why harriet stopped singing when she just became david and mom on television then again she didn't even keep her own name br br neither or harriet sang on television was a pale imitation of as a singer but harriet could really carry a tune she sings get behind me satan and the moon and i are here but where are you both with real feeling and class i recommend you see follow the fleet if for no other reason than to hear a dimension of harriet incredibly forgotten today,positive
250,this was the worst mtv movie awards ever i barely laughed none of the were funny the really sucked and the parodies weren't so great either why can't we go back to the good days when the show was a riot,negative
251,for me every piece of art is to be judged by these form function and meaning seems to be dedicated to forms nice shots and sometimes interesting acting the long close ups suggest a function that the viewer may fill in by himself because of lacking the story becomes a an person suggests to have depth but sometimes it turns out he has nothing to say this film acts like an person if you have not read the synopsis you cannot see that it was the suicide and the unanswered question why that changes view on life and makes her suspicious don't you speak to me ' asks anna doesn't answer she only starts looking a long time at him without saying a word what is the function of that shot what does it mean my question is like what has this film to say what is meant by this movie the answer for me it shows us a handful of persons with the passion of a glass of water the story of their lives is simple and boring motives behind their actions are not shown the rest is landscapes nice and artistic done but meaningless without having of for in my opinion this film is made for fellow artists not for the common viewer,negative
